Time(s), T_gas(K), N_gas(#/cm^3), O, O2, H, OH, H2, HO2, H2O2, CH, CO, CH2, HCO, CH2(S), CH3, CH2O, CH4, CO2, CH2OH, CH3O, CH3OH, C2H, C2H2, HCCO, C2H3, CH2CO, C2H4, C2H5, C2H6, H2O, N2, AR, C, HCCOH, N, NO, N2O, NO2, NH, HNO, NH2, NNH, CN, NCO, HCN, HOCN, HNCO, H2CN, HCNN, HCNO, NH3, CH2CHO, CH3CHO, C3H8, C3H7, Electron, N2(A3), N2(B3), N2(a1), N2(C3), N2+, N(2D), O2(a1), O2(b1), O2(A3), O(1D), O(1S), O-, O2-, O2+, O+, O3, NO-, NO(A), NO(D), NO+, N(2P), N+, CH4+, CH3+, CH2+, N4+, O4+, O4-, N3+, N2O+, NO2+, O3-, O2(B3), NO3, H+, H2O+, OH+, H2+, NO2-, N2O-, NO3-, OH-, H-, O4, AR*, AR+
1.93e-08, 2224.3, 5.20434e+18, 7.40719e+17, 5.8597e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.70778e+18, 0, 0, 0, 2.09601e+16, 6.29312e+15, 3.3823e+13, 2.52901e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98706e+15, 3.62948e+16, 1.04552e+16, 2.98776e+15, 4.61285e+14, 2.99876e+14, 2.58168e+16, 1.50423e+16, 1.08956e+16, 1.03214e+16, 9.54097e+15, 1.2452e+16, 7.83275e+11, 1.63032e+12, 9.64122e+14, 9.31272e+10, 1.59618e+13, 1.42758e+08, 3.87068e+13, 5.54903e+11, 2.29803e+14, 3.758e+15, 1.72381e+12, 0, 0, 0, 1.26201e+11, 1.15956e+08, 1.65709e+09, 1.05168e+13, 1.2749e+11, 1.57205e+12, 1.29018e+09, 0, 2.52185e+10, 0, 0, 0, 0, 4.75098e+08, 145556, 3.22176e+06, 0, 0, 6.72241e+11, 0, 0
1.94e-08, 2225.65, 5.20465e+18, 7.41461e+17, 5.8566e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.70818e+18, 0, 0, 0, 2.0957e+16, 6.3515e+15, 3.39361e+13, 2.54348e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98078e+15, 3.6201e+16, 1.02387e+16, 2.91332e+15, 4.42481e+14, 2.85627e+14, 2.58171e+16, 1.50408e+16, 1.09091e+16, 1.03179e+16, 9.38344e+15, 1.24884e+16, 7.97746e+11, 1.66267e+12, 9.30463e+14, 8.86404e+10, 1.59092e+13, 1.34023e+08, 3.83849e+13, 5.32208e+11, 2.21236e+14, 3.75934e+15, 1.63142e+12, 0, 0, 0, 1.20894e+11, 1.19745e+08, 1.69496e+09, 1.03713e+13, 1.25459e+11, 1.56211e+12, 1.30676e+09, 0, 2.48368e+10, 0, 0, 0, 0, 4.79121e+08, 145422, 3.37268e+06, 0, 0, 6.73135e+11, 0, 0
1.95e-08, 2226.81, 5.20494e+18, 7.42183e+17, 5.85344e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.70856e+18, 0, 0, 0, 2.09531e+16, 6.40703e+15, 3.40491e+13, 2.55811e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97462e+15, 3.61067e+16, 1.00269e+16, 2.84076e+15, 4.24448e+14, 2.75942e+14, 2.58151e+16, 1.50393e+16, 1.09224e+16, 1.03144e+16, 9.22864e+15, 1.25244e+16, 8.13253e+11, 1.69357e+12, 9.1085e+14, 8.55277e+10, 1.58567e+13, 1.25964e+08, 3.80658e+13, 5.10446e+11, 2.16507e+14, 3.76062e+15, 1.56296e+12, 0, 0, 0, 1.16226e+11, 1.27398e+08, 1.73346e+09, 1.02476e+13, 1.23749e+11, 1.55569e+12, 1.32522e+09, 0, 2.44583e+10, 0, 0, 0, 0, 4.83968e+08, 145521, 3.52915e+06, 0, 0, 6.7402e+11, 0, 0
1.96e-08, 2227.88, 5.20522e+18, 7.42886e+17, 5.85031e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.70894e+18, 0, 0, 0, 2.09487e+16, 6.46145e+15, 3.41618e+13, 2.5729e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96856e+15, 3.60119e+16, 9.81957e+15, 2.77002e+15, 4.07157e+14, 2.68359e+14, 2.58113e+16, 1.50377e+16, 1.09356e+16, 1.03108e+16, 9.07691e+15, 1.25598e+16, 8.29603e+11, 1.72281e+12, 8.97532e+14, 8.30539e+10, 1.58042e+13, 1.18495e+08, 3.77494e+13, 4.89579e+11, 2.13642e+14, 3.76197e+15, 1.5046e+12, 0, 0, 0, 1.11916e+11, 1.37077e+08, 1.77211e+09, 1.01421e+13, 1.22322e+11, 1.55242e+12, 1.34516e+09, 0, 2.40857e+10, 0, 0, 0, 0, 4.8951e+08, 145812, 3.6903e+06, 0, 0, 6.74904e+11, 0, 0
1.97e-08, 2228.92, 5.2055e+18, 7.43569e+17, 5.84722e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.70931e+18, 0, 0, 0, 2.09437e+16, 6.51542e+15, 3.42744e+13, 2.58783e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96262e+15, 3.59166e+16, 9.61674e+15, 2.70106e+15, 3.90576e+14, 2.61865e+14, 2.58057e+16, 1.50361e+16, 1.09486e+16, 1.03073e+16, 8.92854e+15, 1.25948e+16, 8.46713e+11, 1.7504e+12, 8.87273e+14, 8.09242e+10, 1.57514e+13, 1.11556e+08, 3.74358e+13, 4.6957e+11, 2.11766e+14, 3.76359e+15, 1.45106e+12, 0, 0, 0, 1.07829e+11, 1.47578e+08, 1.81061e+09, 1.00506e+13, 1.2113e+11, 1.55172e+12, 1.3664e+09, 0, 2.37202e+10, 0, 0, 0, 0, 4.95687e+08, 146276, 3.8557e+06, 0, 0, 6.75789e+11, 0, 0
1.98e-08, 2229.93, 5.20576e+18, 7.44235e+17, 5.84419e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.70967e+18, 0, 0, 0, 2.09384e+16, 6.56919e+15, 3.43867e+13, 2.60291e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95679e+15, 3.5821e+16, 9.41828e+15, 2.63382e+15, 3.74676e+14, 2.56022e+14, 2.57985e+16, 1.50346e+16, 1.09615e+16, 1.03038e+16, 8.78379e+15, 1.26294e+16, 8.64497e+11, 1.77642e+12, 8.78678e+14, 7.90144e+10, 1.56982e+13, 1.05101e+08, 3.7125e+13, 4.50383e+11, 2.10458e+14, 3.76574e+15, 1.40042e+12, 0, 0, 0, 1.03911e+11, 1.5785e+08, 1.84872e+09, 9.96917e+12, 1.20116e+11, 1.55295e+12, 1.3888e+09, 0, 2.33623e+10, 0, 0, 0, 0, 5.02475e+08, 146900, 4.02511e+06, 0, 0, 6.76678e+11, 0, 0
1.99e-08, 2230.92, 5.20602e+18, 7.44885e+17, 5.84121e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71003e+18, 0, 0, 0, 2.09328e+16, 6.62284e+15, 3.44989e+13, 2.61813e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95106e+15, 3.57249e+16, 9.22408e+15, 2.56828e+15, 3.59431e+14, 2.50617e+14, 2.57898e+16, 1.50331e+16, 1.09744e+16, 1.03003e+16, 8.64281e+15, 1.26635e+16, 8.82835e+11, 1.8009e+12, 8.7109e+14, 7.72618e+10, 1.56448e+13, 9.90922e+07, 3.68168e+13, 4.31984e+11, 2.09499e+14, 3.76859e+15, 1.35198e+12, 0, 0, 0, 1.00143e+11, 1.6717e+08, 1.88627e+09, 9.89477e+12, 1.19234e+11, 1.55556e+12, 1.41228e+09, 0, 2.30122e+10, 0, 0, 0, 0, 5.0986e+08, 147681, 4.19835e+06, 0, 0, 6.7757e+11, 0, 0
2e-08, 2231.9, 5.20628e+18, 7.45518e+17, 5.83829e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71038e+18, 0, 0, 0, 2.09269e+16, 6.67639e+15, 3.46108e+13, 2.63349e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94517e+15, 3.56285e+16, 9.03406e+15, 2.50438e+15, 3.44812e+14, 2.45529e+14, 2.57796e+16, 1.50317e+16, 1.09872e+16, 1.02968e+16, 8.50569e+15, 1.26972e+16, 9.01587e+11, 1.82386e+12, 8.64164e+14, 7.56274e+10, 1.55911e+13, 9.34973e+07, 3.65113e+13, 4.14341e+11, 2.08764e+14, 3.77223e+15, 1.30543e+12, 0, 0, 0, 9.65203e+10, 1.75191e+08, 1.92311e+09, 9.82529e+12, 1.18447e+11, 1.55911e+12, 1.43677e+09, 0, 2.26698e+10, 0, 0, 0, 0, 5.17832e+08, 148612, 4.37524e+06, 0, 0, 6.78465e+11, 0, 0
2.01e-08, 2232.85, 5.20652e+18, 7.46136e+17, 5.83542e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71072e+18, 0, 0, 0, 2.09209e+16, 6.72986e+15, 3.47225e+13, 2.649e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93847e+15, 3.55316e+16, 8.84811e+15, 2.44209e+15, 3.30795e+14, 2.40687e+14, 2.57681e+16, 1.50305e+16, 1.09999e+16, 1.02933e+16, 8.37245e+15, 1.27305e+16, 9.2061e+11, 1.84529e+12, 8.577e+14, 7.40846e+10, 1.55374e+13, 8.82861e+07, 3.62085e+13, 3.97421e+11, 2.08179e+14, 3.77668e+15, 1.26063e+12, 0, 0, 0, 9.30403e+10, 1.81857e+08, 1.95914e+09, 9.75933e+12, 1.17732e+11, 1.56331e+12, 1.46218e+09, 0, 2.2335e+10, 0, 0, 0, 0, 5.26385e+08, 149689, 4.55565e+06, 0, 0, 6.79363e+11, 0, 0
2.02e-08, 2233.8, 5.20676e+18, 7.4674e+17, 5.8326e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71106e+18, 0, 0, 0, 2.09148e+16, 6.78325e+15, 3.4834e+13, 2.66465e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9316e+15, 3.54344e+16, 8.66616e+15, 2.38135e+15, 3.17354e+14, 2.36042e+14, 2.57555e+16, 1.50295e+16, 1.10125e+16, 1.02898e+16, 8.24307e+15, 1.27634e+16, 9.3978e+11, 1.86522e+12, 8.51573e+14, 7.26147e+10, 1.54838e+13, 8.34317e+07, 3.59083e+13, 3.81196e+11, 2.07698e+14, 3.78186e+15, 1.21746e+12, 0, 0, 0, 8.96995e+10, 1.87242e+08, 1.99423e+09, 9.69597e+12, 1.17071e+11, 1.56795e+12, 1.48846e+09, 0, 2.20078e+10, 0, 0, 0, 0, 5.35509e+08, 150908, 4.73941e+06, 0, 0, 6.80264e+11, 0, 0
2.03e-08, 2234.73, 5.207e+18, 7.47329e+17, 5.82984e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71139e+18, 0, 0, 0, 2.09085e+16, 6.83657e+15, 3.49452e+13, 2.68044e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92458e+15, 3.53369e+16, 8.4881e+15, 2.32214e+15, 3.04465e+14, 2.31563e+14, 2.57418e+16, 1.50286e+16, 1.1025e+16, 1.02863e+16, 8.11749e+15, 1.27959e+16, 9.58991e+11, 1.8837e+12, 8.45702e+14, 7.12044e+10, 1.54303e+13, 7.89093e+07, 3.56106e+13, 3.65637e+11, 2.07289e+14, 3.78772e+15, 1.17585e+12, 0, 0, 0, 8.64935e+10, 1.91501e+08, 2.02831e+09, 9.63456e+12, 1.1645e+11, 1.57287e+12, 1.51552e+09, 0, 2.1688e+10, 0, 0, 0, 0, 5.45193e+08, 152265, 4.92637e+06, 0, 0, 6.81167e+11, 0, 0
2.04e-08, 2235.65, 5.20723e+18, 7.47904e+17, 5.82712e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71172e+18, 0, 0, 0, 2.09021e+16, 6.8898e+15, 3.50562e+13, 2.69636e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9174e+15, 3.52391e+16, 8.31387e+15, 2.26441e+15, 2.92106e+14, 2.27225e+14, 2.57273e+16, 1.50278e+16, 1.10374e+16, 1.02828e+16, 7.99565e+15, 1.2828e+16, 9.78158e+11, 1.9008e+12, 8.40033e+14, 6.98443e+10, 1.5377e+13, 7.4696e+07, 3.53156e+13, 3.50716e+11, 2.06933e+14, 3.79416e+15, 1.13573e+12, 0, 0, 0, 8.34174e+10, 1.94811e+08, 2.06129e+09, 9.57468e+12, 1.15863e+11, 1.57798e+12, 1.54331e+09, 0, 2.13753e+10, 0, 0, 0, 0, 5.55426e+08, 153755, 5.11638e+06, 0, 0, 6.82071e+11, 0, 0
2.05e-08, 2236.55, 5.20745e+18, 7.48465e+17, 5.82446e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71204e+18, 0, 0, 0, 2.08956e+16, 6.94296e+15, 3.51669e+13, 2.71242e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91005e+15, 3.51409e+16, 8.14336e+15, 2.20813e+15, 2.80255e+14, 2.23014e+14, 2.5712e+16, 1.50272e+16, 1.10497e+16, 1.02793e+16, 7.87747e+15, 1.28597e+16, 9.97212e+11, 1.91658e+12, 8.34527e+14, 6.85275e+10, 1.53239e+13, 7.07709e+07, 3.5023e+13, 3.36406e+11, 2.06615e+14, 3.80111e+15, 1.09704e+12, 0, 0, 0, 8.0466e+10, 1.97343e+08, 2.09314e+09, 9.51603e+12, 1.15301e+11, 1.5832e+12, 1.57175e+09, 0, 2.10695e+10, 0, 0, 0, 0, 5.66195e+08, 155374, 5.30924e+06, 0, 0, 6.82977e+11, 0, 0
2.06e-08, 2237.44, 5.20767e+18, 7.49014e+17, 5.82184e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71236e+18, 0, 0, 0, 2.08891e+16, 6.99604e+15, 3.52774e+13, 2.72861e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90255e+15, 3.50425e+16, 7.97651e+15, 2.15325e+15, 2.68891e+14, 2.18916e+14, 2.5696e+16, 1.50266e+16, 1.10619e+16, 1.02758e+16, 7.76286e+15, 1.2891e+16, 1.0161e+12, 1.93111e+12, 8.29158e+14, 6.7249e+10, 1.52712e+13, 6.71143e+07, 3.4733e+13, 3.22683e+11, 2.06326e+14, 3.8085e+15, 1.05973e+12, 0, 0, 0, 7.7634e+10, 1.9925e+08, 2.12379e+09, 9.45839e+12, 1.14762e+11, 1.58848e+12, 1.60077e+09, 0, 2.07705e+10, 0, 0, 0, 0, 5.77487e+08, 157116, 5.50481e+06, 0, 0, 6.83882e+11, 0, 0
2.07e-08, 2238.32, 5.20788e+18, 7.49549e+17, 5.81927e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71267e+18, 0, 0, 0, 2.08824e+16, 7.04904e+15, 3.53877e+13, 2.74493e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89488e+15, 3.49438e+16, 7.81324e+15, 2.09975e+15, 2.57993e+14, 2.14922e+14, 2.56794e+16, 1.50262e+16, 1.1074e+16, 1.02724e+16, 7.65175e+15, 1.2922e+16, 1.03477e+12, 1.94447e+12, 8.23906e+14, 6.6005e+10, 1.52187e+13, 6.37083e+07, 3.44455e+13, 3.09523e+11, 2.06059e+14, 3.81628e+15, 1.02374e+12, 0, 0, 0, 7.49162e+10, 2.0066e+08, 2.15322e+09, 9.4016e+12, 1.14242e+11, 1.59379e+12, 1.6303e+09, 0, 2.0478e+10, 0, 0, 0, 0, 5.89289e+08, 158977, 5.70289e+06, 0, 0, 6.84788e+11, 0, 0
2.08e-08, 2239.19, 5.20809e+18, 7.50073e+17, 5.81675e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71298e+18, 0, 0, 0, 2.08757e+16, 7.10195e+15, 3.54977e+13, 2.76139e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.88781e+15, 3.48449e+16, 7.65345e+15, 2.04758e+15, 2.47542e+14, 2.11025e+14, 2.56622e+16, 1.50259e+16, 1.10859e+16, 1.02689e+16, 7.54404e+15, 1.29525e+16, 1.0532e+12, 1.95675e+12, 8.18755e+14, 6.47928e+10, 1.51666e+13, 6.05359e+07, 3.41605e+13, 2.96901e+11, 2.05807e+14, 3.82439e+15, 9.89027e+11, 0, 0, 0, 7.23069e+10, 2.01657e+08, 2.18141e+09, 9.34555e+12, 1.13737e+11, 1.59907e+12, 1.66028e+09, 0, 2.01919e+10, 0, 0, 0, 0, 6.01584e+08, 160951, 5.90331e+06, 0, 0, 6.85692e+11, 0, 0
2.09e-08, 2240.05, 5.20829e+18, 7.50584e+17, 5.81427e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71328e+18, 0, 0, 0, 2.08689e+16, 7.15479e+15, 3.56074e+13, 2.77797e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.88081e+15, 3.47457e+16, 7.49708e+15, 1.99672e+15, 2.3752e+14, 2.07219e+14, 2.56446e+16, 1.50257e+16, 1.10977e+16, 1.02655e+16, 7.43965e+15, 1.29826e+16, 1.07136e+12, 1.96803e+12, 8.13694e+14, 6.36098e+10, 1.51148e+13, 5.75816e+07, 3.38779e+13, 2.84796e+11, 2.05568e+14, 3.8328e+15, 9.55538e+11, 0, 0, 0, 6.98016e+10, 2.02325e+08, 2.20836e+09, 9.29013e+12, 1.13246e+11, 1.60433e+12, 1.69064e+09, 0, 1.99119e+10, 0, 0, 0, 0, 6.1436e+08, 163035, 6.10589e+06, 0, 0, 6.86596e+11, 0, 0
2.1e-08, 2240.89, 5.20849e+18, 7.51083e+17, 5.81184e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71358e+18, 0, 0, 0, 2.08621e+16, 7.20754e+15, 3.57169e+13, 2.79468e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87385e+15, 3.46463e+16, 7.34406e+15, 1.94714e+15, 2.27909e+14, 2.03497e+14, 2.56265e+16, 1.50256e+16, 1.11094e+16, 1.0262e+16, 7.3385e+15, 1.30123e+16, 1.08924e+12, 1.97838e+12, 8.08713e+14, 6.24544e+10, 1.50634e+13, 5.48308e+07, 3.35977e+13, 2.73187e+11, 2.05337e+14, 3.84147e+15, 9.23229e+11, 0, 0, 0, 6.73954e+10, 2.02733e+08, 2.23407e+09, 9.23529e+12, 1.12767e+11, 1.60954e+12, 1.72133e+09, 0, 1.9638e+10, 0, 0, 0, 0, 6.27601e+08, 165224, 6.31047e+06, 0, 0, 6.87499e+11, 0, 0
2.11e-08, 2241.73, 5.20868e+18, 7.51571e+17, 5.80945e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71387e+18, 0, 0, 0, 2.08552e+16, 7.26021e+15, 3.58261e+13, 2.81151e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86691e+15, 3.45466e+16, 7.1943e+15, 1.89879e+15, 2.18692e+14, 1.99857e+14, 2.56081e+16, 1.50256e+16, 1.11209e+16, 1.02586e+16, 7.2405e+15, 1.30417e+16, 1.10681e+12, 1.98787e+12, 8.03806e+14, 6.13249e+10, 1.50123e+13, 5.22706e+07, 3.33199e+13, 2.62053e+11, 2.05114e+14, 3.85037e+15, 8.92058e+11, 0, 0, 0, 6.50839e+10, 2.02937e+08, 2.25856e+09, 9.18097e+12, 1.12299e+11, 1.61468e+12, 1.75228e+09, 0, 1.93698e+10, 0, 0, 0, 0, 6.41292e+08, 167512, 6.51685e+06, 0, 0, 6.88399e+11, 0, 0
2.12e-08, 2242.56, 5.20887e+18, 7.52048e+17, 5.8071e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71416e+18, 0, 0, 0, 2.08482e+16, 7.3128e+15, 3.5935e+13, 2.82847e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86001e+15, 3.44468e+16, 7.04775e+15, 1.85164e+15, 2.09853e+14, 1.96295e+14, 2.55892e+16, 1.50256e+16, 1.11323e+16, 1.02551e+16, 7.14558e+15, 1.30706e+16, 1.12407e+12, 1.99655e+12, 7.98966e+14, 6.02201e+10, 1.49615e+13, 4.98902e+07, 3.30445e+13, 2.51375e+11, 2.04895e+14, 3.85947e+15, 8.61984e+11, 0, 0, 0, 6.28628e+10, 2.02979e+08, 2.28183e+09, 9.12712e+12, 1.11841e+11, 1.61975e+12, 1.78344e+09, 0, 1.91072e+10, 0, 0, 0, 0, 6.55419e+08, 169896, 6.72488e+06, 0, 0, 6.89297e+11, 0, 0
2.13e-08, 2243.37, 5.20906e+18, 7.52514e+17, 5.8048e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71444e+18, 0, 0, 0, 2.08412e+16, 7.3653e+15, 3.60437e+13, 2.84556e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85315e+15, 3.43468e+16, 6.90432e+15, 1.80568e+15, 2.01376e+14, 1.92808e+14, 2.557e+16, 1.50258e+16, 1.11437e+16, 1.02517e+16, 7.05365e+15, 1.30992e+16, 1.14101e+12, 2.00449e+12, 7.94191e+14, 5.9139e+10, 1.49111e+13, 4.7685e+07, 3.27714e+13, 2.41133e+11, 2.0468e+14, 3.86877e+15, 8.32966e+11, 0, 0, 0, 6.07281e+10, 2.02896e+08, 2.30391e+09, 9.07373e+12, 1.11392e+11, 1.62474e+12, 1.81476e+09, 0, 1.88501e+10, 0, 0, 0, 0, 6.69968e+08, 172371, 6.93439e+06, 0, 0, 6.90193e+11, 0, 0
2.14e-08, 2244.18, 5.20924e+18, 7.5297e+17, 5.80253e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71472e+18, 0, 0, 0, 2.08341e+16, 7.41771e+15, 3.6152e+13, 2.86276e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84631e+15, 3.42467e+16, 6.76395e+15, 1.76086e+15, 1.93246e+14, 1.89393e+14, 2.55505e+16, 1.5026e+16, 1.11548e+16, 1.02483e+16, 6.96465e+15, 1.31274e+16, 1.15766e+12, 2.01173e+12, 7.89475e+14, 5.80807e+10, 1.4861e+13, 4.56683e+07, 3.25007e+13, 2.31311e+11, 2.04468e+14, 3.87823e+15, 8.04967e+11, 0, 0, 0, 5.86758e+10, 2.02714e+08, 2.32483e+09, 9.02075e+12, 1.10952e+11, 1.62965e+12, 1.84618e+09, 0, 1.85984e+10, 0, 0, 0, 0, 6.84925e+08, 174932, 7.14521e+06, 0, 0, 6.91086e+11, 0, 0
2.15e-08, 2244.98, 5.20942e+18, 7.53415e+17, 5.8003e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71499e+18, 0, 0, 0, 2.08269e+16, 7.47004e+15, 3.62601e+13, 2.88009e+12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83936e+15, 3.41464e+16, 6.62657e+15, 1.71716e+15, 1.85449e+14, 1.86048e+14, 2.55307e+16, 1.50263e+16, 1.11659e+16, 1.02449e+16, 6.8785e+15, 1.31552e+16, 1.17405e+12, 2.01832e+12, 7.84816e+14, 5.70444e+10, 1.48112e+13, 4.38985e+07, 3.22323e+13, 2.21891e+11, 2.04258e+14, 3.88786e+15, 7.77949e+11, 0, 0, 0, 5.67024e+10, 2.02461e+08, 2.34461e+09, 8.96818e+12, 1.10519e+11, 1.63448e+12, 1.87766e+09, 0, 1.83518e+10, 0, 0, 0, 0, 7.00278e+08, 177576, 7.35719e+06, 0, 0, 6.91976e+11, 0, 0
