Time(s), T_gas(K), N_gas(#/cm^3), O, O2, H, OH, H2, HO2, H2O2, CH, CO, CH2, HCO, CH2(S), CH3, CH2O, CH4, CO2, CH2OH, CH3O, CH3OH, C2H, C2H2, HCCO, C2H3, CH2CO, C2H4, C2H5, C2H6, H2O, N2, AR, C, HCCOH, N, NO, N2O, NO2, NH, HNO, NH2, NNH, CN, NCO, HCN, HOCN, HNCO, H2CN, HCNN, HCNO, NH3, CH2CHO, CH3CHO, C3H8, C3H7, Electron, N2(A3), N2(B3), N2(a1), N2(C3), N2+, N(2D), O2(a1), O2(b1), O2(A3), O(1D), O(1S), O-, O2-, O2+, O+, O3, NO-, NO(A), NO(D), NO+, N(2P), N+, CH4+, CH3+, CH2+, N4+, O4+, O4-, N3+, N2O+, NO2+, O3-, O2(B3), NO3, H+, H2O+, OH+, H2+, NO2-, N2O-, NO3-, OH-, H-, O4, AR*, AR+
1e-10, 1500.01, 4.89265e+18, 1.95708e+17, 9.10022e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78688e+18, 0, 0, 0, 1.1936e+11, 1.61365e+08, 2.44069e+07, 59.7053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97469e+13, 8.24775e+11, 2.84251e+12, 1.04591e+12, 5.78848e+11, 1.12723e+10, 1.19341e+11, 9.62678e+11, 2.202e+11, 5.42097e+11, 2.67448e+12, 8.75657e+10, 5.26807e+10, 4.69247e+09, 1.89579e+10, 1.64349e+09, 3.76585e+09, 1.65349, 162.456, 36.2819, 1.08718e+07, 785872, 4879.79, 0, 0, 0, 1.20141e+07, 10662.4, 694669, 3.34831, 0.00478195, 0.00335707, 2.47337e+06, 0, 0.0221101, 0, 0, 0, 0, 15.6196, 8.31776e-05, 6.4227e-07, 0, 0, 49.2839, 0, 0
2e-10, 1500.01, 4.89265e+18, 1.95712e+17, 9.10016e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78687e+18, 0, 0, 0, 2.59936e+11, 6.69786e+08, 5.46853e+07, 491.246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97469e+13, 1.7339e+12, 5.85545e+12, 2.1618e+12, 1.2048e+12, 2.50805e+10, 2.59857e+11, 1.96995e+12, 4.57804e+11, 1.11591e+12, 5.48738e+12, 1.83442e+11, 1.07995e+11, 9.33324e+09, 4.21938e+10, 2.4287e+09, 7.54451e+09, 14.0451, 1417.5, 315.583, 4.11134e+07, 3.35302e+06, 22490.1, 0, 0, 0, 5.00234e+07, 45287.1, 2.73461e+06, 29.8187, 0.0438716, 0.0572551, 9.99527e+06, 0, 0.329631, 0, 0, 0, 0, 125.509, 0.000737202, 2.07997e-05, 0, 0, 424.094, 0, 0
3e-10, 1500.02, 4.89266e+18, 1.95717e+17, 9.1001e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78687e+18, 0, 0, 0, 4.35959e+11, 1.59149e+09, 9.15469e+07, 1736.63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18672e+13, 2.79988e+12, 9.28121e+12, 3.44029e+12, 1.93367e+12, 4.30521e+10, 4.35767e+11, 3.09583e+12, 7.30177e+11, 1.76421e+12, 8.66024e+12, 2.95249e+11, 1.70016e+11, 1.42573e+10, 7.12533e+10, 3.16233e+09, 1.13364e+10, 53.4346, 5528.34, 1227.86, 9.28457e+07, 8.5348e+06, 61668.4, 0, 0, 0, 1.19973e+08, 109056, 6.10516e+06, 116.976, 0.174821, 0.322318, 2.29726e+07, 0, 1.65498, 0, 0, 0, 0, 428.523, 0.00278646, 0.000163312, 0, 0, 1567.69, 0, 0
4e-10, 1500.03, 4.89267e+18, 1.95724e+17, 9.10002e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78686e+18, 0, 0, 0, 6.61196e+11, 3.02603e+09, 1.36116e+08, 4368.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5137e+13, 4.07824e+12, 1.32934e+13, 4.95031e+12, 2.81017e+12, 6.69314e+10, 6.60813e+11, 4.38768e+12, 1.04921e+12, 2.51552e+12, 1.23464e+13, 4.28743e+11, 2.41381e+11, 1.96429e+10, 1.08115e+11, 4.07717e+09, 1.51425e+10, 147.104, 15588, 3457.33, 1.72197e+08, 1.77745e+07, 138581, 0, 0, 0, 2.31121e+08, 209092, 1.08674e+07, 333.019, 0.499676, 1.16457, 4.21232e+07, 0, 5.41794, 0, 0, 0, 0, 1034.55, 0.00747826, 0.000724251, 0, 0, 4148.67, 0, 0
5e-10, 1500.04, 4.89268e+18, 1.95732e+17, 9.09993e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78685e+18, 0, 0, 0, 9.50181e+11, 5.10495e+09, 1.89836e+08, 9153.72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.91098e+13, 5.61767e+12, 1.80345e+13, 6.7504e+12, 3.87467e+12, 9.87066e+10, 9.495e+11, 5.88033e+12, 1.42433e+12, 3.39169e+12, 1.66677e+13, 5.88929e+11, 3.24042e+11, 2.55957e+10, 1.54985e+11, 5.25413e+09, 1.89646e+10, 339.201, 36791.3, 8155.85, 2.88062e+08, 3.32488e+07, 280092, 0, 0, 0, 3.96279e+08, 354729, 1.71216e+07, 800.612, 1.19545, 3.32242, 6.83745e+07, 0, 14.1353, 0, 0, 0, 0, 2069.57, 0.0166836, 0.00235959, 0, 0, 9185.64, 0, 0
6e-10, 1500.05, 4.89269e+18, 1.95741e+17, 9.09983e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78684e+18, 0, 0, 0, 1.32076e+12, 7.99528e+09, 2.54463e+08, 17124.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.37856e+13, 7.47348e+12, 2.36638e+13, 8.90693e+12, 5.17397e+12, 1.40909e+11, 1.31963e+12, 7.61109e+12, 1.86588e+12, 4.41639e+12, 2.17591e+13, 7.815e+11, 4.20096e+11, 3.22204e+10, 2.14576e+11, 6.76522e+09, 2.28044e+10, 700.075, 77682.3, 17225.2, 4.52249e+08, 5.82325e+07, 530447, 0, 0, 0, 6.32501e+08, 557849, 2.49955e+07, 1735.6, 2.56181, 8.19543, 1.02837e+08, 0, 32.0542, 0, 0, 0, 0, 3679.63, 0.0331683, 0.00634004, 0, 0, 18213.2, 0, 0
7e-10, 1500.07, 4.89271e+18, 1.95753e+17, 9.0997e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78682e+18, 0, 0, 0, 1.7945e+12, 1.19067e+10, 3.32104e+08, 29684.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.91645e+13, 9.70788e+12, 3.03572e+13, 1.14942e+13, 6.76154e+12, 1.96712e+11, 1.79272e+12, 9.61952e+12, 2.3851e+12, 5.61504e+12, 2.7768e+13, 1.01286e+12, 5.31764e+11, 3.96202e+10, 2.90154e+11, 8.68647e+09, 2.66642e+10, 1339.2, 151949, 33725.5, 6.80154e+08, 9.75656e+07, 961081, 0, 0, 0, 9.6217e+08, 833385, 3.46424e+07, 3510.85, 5.09643, 18.3351, 1.46814e+08, 0, 66.1134, 0, 0, 0, 0, 6035.04, 0.0609733, 0.0149373, 0, 0, 33517.9, 0, 0
8e-10, 1500.09, 4.89272e+18, 1.95768e+17, 9.09954e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78681e+18, 0, 0, 0, 2.40263e+12, 1.71057e+10, 4.25331e+08, 48754, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.57472e+13, 1.24134e+13, 3.83874e+13, 1.46262e+13, 8.71847e+12, 2.7071e+11, 2.39993e+12, 1.19684e+13, 2.99903e+12, 7.02738e+12, 3.49251e+13, 1.29257e+12, 6.62573e+11, 4.79763e+10, 3.86401e+11, 1.11791e+10, 3.05467e+10, 2433.7, 282212, 62748, 9.92169e+08, 1.58914e+08, 1.69316e+06, 0, 0, 0, 1.41496e+09, 1.20028e+06, 4.62519e+07, 6767.93, 9.61871, 38.274, 2.01869e+08, 0, 127.444, 0, 0, 0, 0, 9335.35, 0.105984, 0.0320048, 0, 0, 58516.1, 0, 0
9e-10, 1500.11, 4.89275e+18, 1.95785e+17, 9.09936e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78679e+18, 0, 0, 0, 3.18382e+12, 2.39339e+10, 5.37319e+08, 76995.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.35948e+13, 1.56975e+13, 4.80661e+13, 1.84349e+13, 1.11402e+13, 3.68777e+11, 3.17983e+12, 1.47269e+13, 3.72681e+12, 8.69763e+12, 4.34916e+13, 1.63171e+12, 8.16411e+11, 5.74774e+10, 5.09115e+11, 1.43991e+10, 3.44551e+10, 4259.92, 504604, 112471, 1.41537e+09, 2.53919e+08, 2.92537e+06, 0, 0, 0, 2.03043e+09, 1.68277e+06, 6.00609e+07, 12608.3, 17.4702, 75.9537, 2.69902e+08, 0, 233.737, 0, 0, 0, 0, 13816.7, 0.176774, 0.0638623, 0, 0, 98332.6, 0, 0
1e-09, 1500.14, 4.89277e+18, 1.95807e+17, 9.09913e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78676e+18, 0, 0, 0, 4.19795e+12, 3.28384e+10, 6.72097e+08, 118170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.36902e+13, 1.97314e+13, 5.99115e+13, 2.31381e+13, 1.41829e+13, 4.99977e+11, 4.1922e+12, 1.80119e+13, 4.5994e+12, 1.06996e+13, 5.3905e+13, 2.04802e+12, 9.99845e+11, 6.84649e+10, 6.67189e+11, 1.86987e+10, 3.83936e+10, 7283.21, 880788, 196974, 1.98658e+09, 4.02132e+08, 5.01059e+06, 0, 0, 0, 2.86237e+09, 2.31234e+06, 7.63754e+07, 22943.7, 30.8558, 145.186, 3.53287e+08, 0, 413.106, 0, 0, 0, 0, 19761.6, 0.28593, 0.120647, 0, 0, 160778, 0, 0
1.1e-09, 1500.18, 4.89281e+18, 1.95834e+17, 9.09885e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78673e+18, 0, 0, 0, 5.51984e+12, 4.44096e+10, 8.3484e+08, 177693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.61473e+13, 2.4715e+13, 7.45165e+13, 2.89879e+13, 1.80307e+13, 6.76e+11, 5.51171e+12, 2.19519e+13, 5.65174e+12, 1.31156e+13, 6.66608e+13, 2.56217e+12, 1.22012e+12, 8.1294e+10, 8.71762e+11, 2.43989e+10, 4.23674e+10, 12242.1, 1.51069e+06, 339212, 2.75598e+09, 6.34321e+08, 8.54457e+06, 0, 0, 0, 3.98445e+09, 3.1304e+06, 9.55923e+07, 41117.1, 53.4126, 270.037, 4.55027e+08, 0, 710.431, 0, 0, 0, 0, 27513.6, 0.452095, 0.218432, 0, 0, 257905, 0, 0
1.2e-09, 1500.22, 4.89285e+18, 1.95867e+17, 9.09851e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78669e+18, 0, 0, 0, 7.26538e+12, 5.94407e+10, 1.03232e+09, 263553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02492e+14, 3.09606e+13, 9.28342e+13, 3.63889e+13, 2.29789e+13, 9.14998e+11, 7.25406e+12, 2.67541e+13, 6.9384e+12, 1.60772e+13, 8.25577e+13, 3.2065e+12, 1.48889e+12, 9.65564e+10, 1.1399e+12, 3.21897e+10, 4.63833e+10, 20413.8, 2.56898e+06, 579676, 3.79321e+09, 1.00395e+09, 1.4619e+07, 0, 0, 0, 5.49915e+09, 4.19182e+06, 1.18233e+08, 73067.3, 91.2001, 492.605, 5.78986e+08, 0, 1197.99, 0, 0, 0, 0, 37497.6, 0.703245, 0.38256, 0, 0, 408666, 0, 0
1.3e-09, 1500.28, 4.89291e+18, 1.95908e+17, 9.09808e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78664e+18, 0, 0, 0, 9.57757e+12, 7.89978e+10, 1.27344e+09, 387772, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22854e+14, 3.88265e+13, 1.15935e+14, 4.58009e+13, 2.9369e+13, 1.24013e+12, 9.56203e+12, 3.26424e+13, 8.52013e+12, 1.97283e+13, 1.02484e+14, 4.01823e+12, 1.81876e+12, 1.14857e+11, 1.49277e+12, 4.26723e+10, 5.04503e+10, 33845.2, 4.34133e+06, 984982, 5.19441e+09, 1.59706e+09, 2.51129e+07, 0, 0, 0, 7.54902e+09, 5.56977e+06, 1.44974e+08, 129425, 154.374, 887.245, 7.30133e+08, 0, 1993.26, 0, 0, 0, 0, 50249.8, 1.08182, 0.653011, 0, 0, 643186, 0, 0
1.4e-09, 1500.35, 4.89297e+18, 1.95961e+17, 9.09754e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78658e+18, 0, 0, 0, 1.26476e+13, 1.04496e+11, 1.56976e+09, 568655, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48218e+14, 4.87742e+13, 1.45195e+14, 5.78191e+13, 3.76472e+13, 1.68297e+12, 1.26265e+13, 3.98999e+13, 1.04739e+13, 2.42511e+13, 1.27579e+14, 5.04543e+12, 2.22565e+12, 1.36947e+11, 1.95845e+12, 5.67276e+10, 5.45797e+10, 55906.3, 7.30577e+06, 1.66737e+06, 7.09046e+09, 2.55579e+09, 4.33233e+07, 0, 0, 0, 1.03296e+10, 7.3599e+06, 1.76668e+08, 229199, 259.976, 1585.96, 9.14729e+08, 0, 3287.83, 0, 0, 0, 0, 66458.5, 1.65247, 1.09295, 0, 0, 1.00933e+06, 0, 0
1.5e-09, 1500.44, 4.89306e+18, 1.96027e+17, 9.09687e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7865e+18, 0, 0, 0, 1.67355e+13, 1.37821e+11, 1.93644e+09, 834481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8004e+14, 6.14129e+13, 1.82438e+14, 7.32353e+13, 4.84116e+13, 2.28717e+12, 1.67073e+13, 4.88947e+13, 1.28996e+13, 2.98832e+13, 1.59346e+14, 6.35163e+12, 2.73024e+12, 1.63798e+11, 2.57497e+12, 7.5623e+10, 5.87861e+10, 92207.6, 1.227e+07, 2.81788e+06, 9.66038e+09, 4.11787e+09, 7.50918e+07, 0, 0, 0, 1.41098e+10, 9.68677e+06, 2.14384e+08, 406533, 436.758, 2824.01, 1.1407e+09, 0, 5395.84, 0, 0, 0, 0, 87020.8, 2.51463, 1.80237, 0, 0, 1.58373e+06, 0, 0
1.6e-09, 1500.55, 4.89317e+18, 1.9611e+17, 9.09602e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7864e+18, 0, 0, 0, 2.21647e+13, 1.81459e+11, 2.3933e+09, 1.22929e+06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18954e+14, 7.74594e+13, 2.29778e+14, 9.29757e+13, 6.23704e+13, 3.10849e+12, 2.21276e+13, 6.00428e+13, 1.59126e+13, 3.68947e+13, 1.99519e+14, 8.01206e+12, 3.35587e+12, 1.96469e+11, 3.38962e+12, 1.0067e+11, 6.30882e+10, 151784, 2.05589e+07, 4.75165e+06, 1.31461e+10, 6.66769e+09, 1.30451e+08, 0, 0, 0, 1.92557e+10, 1.27109e+07, 2.5945e+08, 722528, 733.282, 5021.94, 1.41794e+09, 0, 8833.48, 0, 0, 0, 0, 113126, 3.82188, 2.94005, 0, 0, 2.48892e+06, 0, 0
1.7e-09, 1500.69, 4.8933e+18, 1.96215e+17, 9.09495e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78627e+18, 0, 0, 0, 2.93326e+13, 2.38638e+11, 2.966e+09, 1.82168e+06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65652e+14, 9.77506e+13, 2.89647e+14, 1.18115e+14, 8.03541e+13, 4.21701e+12, 2.92846e+13, 7.38119e+13, 1.9645e+13, 4.55908e+13, 2.50082e+14, 1.0115e+13, 4.12867e+12, 2.36108e+11, 4.46037e+12, 1.33351e+11, 6.751e+10, 249031, 3.43218e+07, 7.98292e+06, 1.78683e+10, 1.0817e+10, 2.2633e+08, 0, 0, 0, 2.62566e+10, 1.66344e+07, 3.13465e+08, 1.28525e+06, 1231.27, 8929.62, 1.75858e+09, 0, 14445.7, 0, 0, 0, 0, 146372, 5.81145, 4.75822, 0, 0, 3.91905e+06, 0, 0
1.8e-09, 1500.87, 4.89346e+18, 1.96347e+17, 9.09362e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7861e+18, 0, 0, 0, 3.87111e+13, 3.13471e+11, 3.6875e+09, 2.71795e+06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20527e+14, 1.23229e+14, 3.64734e+14, 1.49852e+14, 1.03298e+14, 5.69806e+12, 3.86503e+13, 9.07066e+13, 2.42428e+13, 5.63027e+13, 3.1322e+14, 1.27606e+13, 5.07673e+12, 2.8391e+11, 5.85597e+12, 1.75228e+11, 7.20814e+10, 406449, 5.69822e+07, 1.33349e+07, 2.42446e+10, 1.75143e+10, 3.90551e+08, 0, 0, 0, 3.57548e+10, 2.17047e+07, 3.78308e+08, 2.28277e+06, 2067.46, 15874.1, 2.17715e+09, 0, 23604.8, 0, 0, 0, 0, 188926, 8.8488, 7.65675, 0, 0, 6.1777e+06, 0, 0
1.9e-09, 1501.09, 4.89366e+18, 1.9651e+17, 9.09199e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78589e+18, 0, 0, 0, 5.07624e+13, 4.11011e+11, 4.59913e+09, 4.07982e+06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81074e+14, 1.54714e+14, 4.572e+14, 1.8917e+14, 1.31985e+14, 7.63901e+12, 5.06873e+13, 1.11113e+14, 2.98298e+13, 6.92885e+13, 3.9067e+14, 1.60378e+13, 6.22117e+12, 3.40649e+11, 7.64431e+12, 2.26675e+11, 7.68394e+10, 656621, 9.36246e+07, 2.20331e+07, 3.27968e+10, 2.81081e+10, 6.6524e+08, 0, 0, 0, 4.85625e+10, 2.82163e+07, 4.56066e+08, 4.03207e+06, 3467.09, 28170.8, 2.6903e+09, 0, 38501, 0, 0, 0, 0, 243742, 13.4905, 12.2658, 0, 0, 9.72589e+06, 0, 0
2e-09, 1501.36, 4.89389e+18, 1.96709e+17, 9.09001e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78564e+18, 0, 0, 0, 6.59751e+13, 5.37262e+11, 5.75169e+09, 6.14727e+06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46488e+14, 1.93014e+14, 5.69066e+14, 2.37001e+14, 1.67165e+14, 1.01349e+13, 6.58853e+13, 1.3538e+14, 3.65261e+13, 8.47846e+13, 4.8405e+14, 2.00357e+13, 7.58084e+12, 4.06952e+11, 9.89675e+12, 2.88254e+11, 8.18288e+10, 1.04674e+06, 1.51775e+08, 3.58985e+07, 4.41563e+10, 4.44839e+10, 1.11284e+09, 0, 0, 0, 6.567e+10, 3.65e+07, 5.48946e+08, 7.04842e+06, 5794.63, 49765.7, 3.31632e+09, 0, 62548.4, 0, 0, 0, 0, 314832, 20.5714, 19.5663, 0, 0, 1.52408e+07, 0, 0
2.1e-09, 1501.69, 4.89415e+18, 1.9695e+17, 9.08765e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78534e+18, 0, 0, 0, 8.4806e+13, 6.99158e+11, 7.20683e+09, 9.26747e+06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.14543e+14, 2.38787e+14, 7.01767e+14, 2.9403e+14, 2.094e+14, 1.32787e+13, 8.47025e+13, 1.6374e+14, 4.44278e+13, 1.02953e+14, 5.94495e+14, 2.48294e+13, 9.16755e+12, 4.83077e+11, 1.26802e+13, 3.59747e+11, 8.71026e+10, 1.64172e+06, 2.4205e+08, 5.75041e+07, 5.90666e+10, 6.91175e+10, 1.82043e+09, 0, 0, 0, 8.82512e+10, 4.69164e+07, 6.59184e+08, 1.21392e+07, 9628.91, 87202.7, 4.07469e+09, 0, 100934, 0, 0, 0, 0, 407619, 31.3245, 31.0618, 0, 0, 2.36843e+07, 0, 0
2.2e-09, 1502.08, 4.89446e+18, 1.97236e+17, 9.08487e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78499e+18, 0, 0, 0, 1.07773e+14, 9.0459e+11, 9.03929e+09, 1.39316e+07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.85966e+14, 2.92777e+14, 8.56964e+14, 3.61044e+14, 2.59335e+14, 1.71762e+13, 1.0766e+14, 1.96464e+14, 5.36436e+13, 1.23981e+14, 7.23324e+14, 3.05048e+13, 1.0995e+13, 5.6937e+11, 1.60693e+13, 4.42076e+11, 9.27248e+10, 2.53254e+06, 3.79624e+08, 9.05417e+07, 7.8394e+10, 1.05307e+11, 2.91014e+09, 0, 0, 0, 1.17671e+11, 5.98392e+07, 7.89004e+08, 2.05309e+07, 15874.3, 151018, 4.98571e+09, 0, 161345, 0, 0, 0, 0, 529377, 47.5461, 49.0151, 0, 0, 3.63863e+07, 0, 0
2.3e-09, 1502.53, 4.8948e+18, 1.97571e+17, 9.08166e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78458e+18, 0, 0, 0, 1.35097e+14, 1.16216e+12, 1.13372e+10, 2.08108e+07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.52779e+14, 3.55026e+14, 1.03386e+15, 4.37748e+14, 3.1676e+14, 2.18841e+13, 1.34981e+14, 2.33373e+14, 6.41784e+13, 1.47765e+14, 8.69874e+14, 3.70764e+13, 1.3051e+13, 6.64901e+11, 2.00993e+13, 5.31289e+11, 9.87695e+10, 3.82579e+06, 5.83057e+08, 1.39502e+08, 1.03097e+11, 1.56634e+11, 4.52468e+09, 0, 0, 0, 1.55457e+11, 7.56692e+07, 9.40433e+08, 3.40014e+07, 25908.9, 257677, 6.06938e+09, 0, 254824, 0, 0, 0, 0, 689741, 71.7964, 76.7642, 0, 0, 5.51061e+07, 0, 0
2.4e-09, 1503.06, 4.89517e+18, 1.97958e+17, 9.07802e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78413e+18, 0, 0, 0, 1.67046e+14, 1.48092e+12, 1.42022e+10, 3.07915e+07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.1662e+14, 4.25678e+14, 1.23206e+15, 5.24011e+14, 3.81585e+14, 2.74675e+13, 1.66937e+14, 2.74363e+14, 7.60537e+13, 1.74251e+14, 1.0338e+15, 4.45703e+13, 1.53272e+13, 7.68987e+11, 2.48086e+13, 6.26982e+11, 1.05321e+11, 5.65899e+06, 8.76818e+08, 2.10322e+08, 1.34208e+11, 2.27365e+11, 6.84282e+09, 0, 0, 0, 2.03235e+11, 9.47766e+07, 1.11516e+09, 5.50188e+07, 41780.2, 432002, 7.34428e+09, 0, 396698, 0, 0, 0, 0, 901230, 107.642, 119.116, 0, 0, 8.20743e+07, 0, 0
2.5e-09, 1503.66, 4.89559e+18, 1.98399e+17, 9.07392e+17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78362e+18, 0, 0, 0, 2.03894e+14, 1.87041e+12, 1.77523e+10, 4.50219e+07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.78005e+14, 5.0489e+14, 1.45119e+15, 6.19726e+14, 4.53738e+14, 3.3993e+13, 2.03806e+14, 3.19352e+14, 8.92941e+13, 2.03395e+14, 1.21481e+15, 5.30153e+13, 1.7816e+13, 8.8101e+11, 3.02362e+13, 7.29241e+11, 1.12478e+11, 8.20364e+06, 1.2922e+09, 3.10596e+08, 1.72847e+11, 3.22445e+11, 1.00823e+10, 0, 0, 0, 2.62743e+11, 1.17503e+08, 1.31457e+09, 8.69243e+07, 66480.8, 710240, 8.82773e+09, 0, 607727, 0, 0, 0, 0, 1.17989e+06, 159.979, 182.834, 0, 0, 1.2006e+08, 0, 0
