Time(s), T_gas(K), N_gas(#/cm^3), E, H2, O2, H, O, OH, O2(A1)
0.000241712, 407.086, 1.8028e+19, 1.81467e+09, 2.9855e+18, 1.49747e+18, 2.1226e+13, 1.59376e+14, 7.10991e+13, 1.86855e+15
0.000241812, 407.088, 1.80279e+19, 1.78916e+09, 2.98548e+18, 1.49747e+18, 2.10973e+13, 1.585e+14, 7.07717e+13, 1.86868e+15
0.000241912, 407.091, 1.80278e+19, 1.76418e+09, 2.98546e+18, 1.49746e+18, 2.09705e+13, 1.57629e+14, 7.04445e+13, 1.86881e+15
0.000242012, 407.093, 1.80277e+19, 1.73972e+09, 2.98545e+18, 1.49745e+18, 2.08455e+13, 1.56762e+14, 7.01175e+13, 1.86894e+15
0.000242112, 407.096, 1.80276e+19, 1.71575e+09, 2.98543e+18, 1.49744e+18, 2.07221e+13, 1.559e+14, 6.97907e+13, 1.86906e+15
0.000242212, 407.098, 1.80274e+19, 1.69227e+09, 2.98541e+18, 1.49743e+18, 2.06003e+13, 1.55042e+14, 6.94643e+13, 1.86919e+15
0.000242312, 407.101, 1.80273e+19, 1.66925e+09, 2.9854e+18, 1.49743e+18, 2.04801e+13, 1.54188e+14, 6.91382e+13, 1.86931e+15
0.000242412, 407.103, 1.80272e+19, 1.64668e+09, 2.98538e+18, 1.49742e+18, 2.03612e+13, 1.53338e+14, 6.88125e+13, 1.86943e+15
0.000242512, 407.105, 1.80271e+19, 1.62454e+09, 2.98536e+18, 1.49741e+18, 2.02437e+13, 1.52492e+14, 6.84872e+13, 1.86955e+15
0.000242612, 407.108, 1.8027e+19, 1.60283e+09, 2.98535e+18, 1.4974e+18, 2.01275e+13, 1.51651e+14, 6.81624e+13, 1.86966e+15
0.000242712, 407.11, 1.80269e+19, 1.58154e+09, 2.98533e+18, 1.4974e+18, 2.00126e+13, 1.50814e+14, 6.78381e+13, 1.86978e+15
0.000242812, 407.112, 1.80268e+19, 1.56064e+09, 2.98532e+18, 1.49739e+18, 1.98988e+13, 1.49981e+14, 6.75144e+13, 1.86989e+15
0.000242912, 407.115, 1.80267e+19, 1.54012e+09, 2.9853e+18, 1.49738e+18, 1.97861e+13, 1.49152e+14, 6.71912e+13, 1.87e+15
0.000243012, 407.117, 1.80266e+19, 1.51999e+09, 2.98528e+18, 1.49737e+18, 1.96746e+13, 1.48328e+14, 6.68686e+13, 1.87011e+15
0.000243112, 407.119, 1.80265e+19, 1.50022e+09, 2.98527e+18, 1.49737e+18, 1.9564e+13, 1.47508e+14, 6.65466e+13, 1.87022e+15
0.000243212, 407.122, 1.80264e+19, 1.48081e+09, 2.98525e+18, 1.49736e+18, 1.94544e+13, 1.46692e+14, 6.62253e+13, 1.87033e+15
0.000243312, 407.124, 1.80263e+19, 1.46174e+09, 2.98524e+18, 1.49735e+18, 1.93458e+13, 1.4588e+14, 6.59047e+13, 1.87043e+15
0.000243412, 407.126, 1.80262e+19, 1.44301e+09, 2.98522e+18, 1.49734e+18, 1.92381e+13, 1.45073e+14, 6.55848e+13, 1.87054e+15
0.000243512, 407.128, 1.80261e+19, 1.42461e+09, 2.98521e+18, 1.49734e+18, 1.91313e+13, 1.44269e+14, 6.52656e+13, 1.87064e+15
0.000243612, 407.131, 1.8026e+19, 1.40652e+09, 2.98519e+18, 1.49733e+18, 1.90253e+13, 1.4347e+14, 6.49472e+13, 1.87074e+15
0.000243712, 407.133, 1.80259e+19, 1.38875e+09, 2.98518e+18, 1.49732e+18, 1.89201e+13, 1.42675e+14, 6.46296e+13, 1.87084e+15
0.000243812, 407.135, 1.80258e+19, 1.37129e+09, 2.98516e+18, 1.49731e+18, 1.88157e+13, 1.41884e+14, 6.43127e+13, 1.87094e+15
0.000243912, 407.137, 1.80257e+19, 1.35412e+09, 2.98515e+18, 1.49731e+18, 1.87121e+13, 1.41098e+14, 6.39967e+13, 1.87103e+15
0.000244012, 407.14, 1.80256e+19, 1.33723e+09, 2.98513e+18, 1.4973e+18, 1.86092e+13, 1.40315e+14, 6.36815e+13, 1.87113e+15
0.000244112, 407.142, 1.80255e+19, 1.32063e+09, 2.98512e+18, 1.49729e+18, 1.85071e+13, 1.39537e+14, 6.33672e+13, 1.87122e+15
0.000244212, 407.144, 1.80254e+19, 1.30431e+09, 2.9851e+18, 1.49729e+18, 1.84056e+13, 1.38762e+14, 6.30537e+13, 1.87131e+15
0.000244312, 407.146, 1.80253e+19, 1.28825e+09, 2.98509e+18, 1.49728e+18, 1.83048e+13, 1.37992e+14, 6.27412e+13, 1.8714e+15
0.000244412, 407.148, 1.80252e+19, 1.27245e+09, 2.98507e+18, 1.49727e+18, 1.82046e+13, 1.37226e+14, 6.24295e+13, 1.87149e+15
0.000244512, 407.15, 1.80251e+19, 1.25691e+09, 2.98506e+18, 1.49727e+18, 1.81051e+13, 1.36464e+14, 6.21188e+13, 1.87158e+15
0.000244612, 407.152, 1.8025e+19, 1.24162e+09, 2.98504e+18, 1.49726e+18, 1.80062e+13, 1.35706e+14, 6.1809e+13, 1.87167e+15
0.000244712, 407.155, 1.80249e+19, 1.22658e+09, 2.98503e+18, 1.49725e+18, 1.7908e+13, 1.34952e+14, 6.15001e+13, 1.87175e+15
0.000244812, 407.157, 1.80249e+19, 1.21177e+09, 2.98502e+18, 1.49725e+18, 1.78103e+13, 1.34202e+14, 6.11922e+13, 1.87184e+15
0.000244912, 407.159, 1.80248e+19, 1.1972e+09, 2.985e+18, 1.49724e+18, 1.77132e+13, 1.33456e+14, 6.08853e+13, 1.87192e+15
0.000245012, 407.161, 1.80247e+19, 1.18285e+09, 2.98499e+18, 1.49723e+18, 1.76166e+13, 1.32714e+14, 6.05793e+13, 1.872e+15
0.000245112, 407.163, 1.80246e+19, 1.16873e+09, 2.98498e+18, 1.49723e+18, 1.75207e+13, 1.31976e+14, 6.02744e+13, 1.87209e+15
0.000245212, 407.165, 1.80245e+19, 1.15483e+09, 2.98496e+18, 1.49722e+18, 1.74252e+13, 1.31242e+14, 5.99704e+13, 1.87217e+15
0.000245312, 407.167, 1.80244e+19, 1.14114e+09, 2.98495e+18, 1.49721e+18, 1.73304e+13, 1.30512e+14, 5.96675e+13, 1.87224e+15
0.000245412, 407.169, 1.80243e+19, 1.12766e+09, 2.98493e+18, 1.49721e+18, 1.7236e+13, 1.29786e+14, 5.93656e+13, 1.87232e+15
0.000245512, 407.171, 1.80242e+19, 1.11439e+09, 2.98492e+18, 1.4972e+18, 1.71422e+13, 1.29064e+14, 5.90647e+13, 1.8724e+15
0.000245612, 407.173, 1.80241e+19, 1.10132e+09, 2.98491e+18, 1.49719e+18, 1.70489e+13, 1.28346e+14, 5.87649e+13, 1.87247e+15
0.000245712, 407.175, 1.8024e+19, 1.08844e+09, 2.9849e+18, 1.49719e+18, 1.6956e+13, 1.27631e+14, 5.84661e+13, 1.87255e+15
0.000245812, 407.177, 1.80239e+19, 1.07576e+09, 2.98488e+18, 1.49718e+18, 1.68637e+13, 1.26921e+14, 5.81684e+13, 1.87262e+15
0.000245912, 407.179, 1.80239e+19, 1.06326e+09, 2.98487e+18, 1.49717e+18, 1.67719e+13, 1.26214e+14, 5.78717e+13, 1.8727e+15
0.000246012, 407.181, 1.80238e+19, 1.05095e+09, 2.98486e+18, 1.49717e+18, 1.66806e+13, 1.25511e+14, 5.75761e+13, 1.87277e+15
0.000246112, 407.183, 1.80237e+19, 1.03882e+09, 2.98484e+18, 1.49716e+18, 1.65897e+13, 1.24813e+14, 5.72816e+13, 1.87284e+15
0.000246212, 407.185, 1.80236e+19, 1.02687e+09, 2.98483e+18, 1.49716e+18, 1.64993e+13, 1.24118e+14, 5.69882e+13, 1.87291e+15
0.000246312, 407.187, 1.80235e+19, 1.0151e+09, 2.98482e+18, 1.49715e+18, 1.64094e+13, 1.23426e+14, 5.66959e+13, 1.87298e+15
0.000246412, 407.189, 1.80234e+19, 1.00349e+09, 2.98481e+18, 1.49714e+18, 1.632e+13, 1.22739e+14, 5.64047e+13, 1.87304e+15
0.000246512, 407.191, 1.80233e+19, 9.92054e+08, 2.98479e+18, 1.49714e+18, 1.6231e+13, 1.22055e+14, 5.61146e+13, 1.87311e+15
0.000246612, 407.193, 1.80233e+19, 9.8078e+08, 2.98478e+18, 1.49713e+18, 1.61425e+13, 1.21375e+14, 5.58256e+13, 1.87318e+15
0.000246712, 407.195, 1.80232e+19, 9.69668e+08, 2.98477e+18, 1.49713e+18, 1.60544e+13, 1.20699e+14, 5.55376e+13, 1.87324e+15
0.000246812, 407.197, 1.80231e+19, 9.58715e+08, 2.98476e+18, 1.49712e+18, 1.59667e+13, 1.20026e+14, 5.52509e+13, 1.87331e+15
0.000246912, 407.199, 1.8023e+19, 9.47916e+08, 2.98474e+18, 1.49711e+18, 1.58796e+13, 1.19357e+14, 5.49652e+13, 1.87337e+15
0.000247012, 407.2, 1.80229e+19, 9.3727e+08, 2.98473e+18, 1.49711e+18, 1.57928e+13, 1.18692e+14, 5.46807e+13, 1.87343e+15
0.000247112, 407.202, 1.80228e+19, 9.26774e+08, 2.98472e+18, 1.4971e+18, 1.57065e+13, 1.18031e+14, 5.43972e+13, 1.87349e+15
0.000247212, 407.204, 1.80227e+19, 9.16424e+08, 2.98471e+18, 1.4971e+18, 1.56207e+13, 1.17373e+14, 5.4115e+13, 1.87355e+15
0.000247312, 407.206, 1.80227e+19, 9.06219e+08, 2.9847e+18, 1.49709e+18, 1.55352e+13, 1.16719e+14, 5.38338e+13, 1.87361e+15
0.000247412, 407.208, 1.80226e+19, 8.96155e+08, 2.98468e+18, 1.49708e+18, 1.54502e+13, 1.16068e+14, 5.35538e+13, 1.87367e+15
0.000247512, 407.21, 1.80225e+19, 8.8623e+08, 2.98467e+18, 1.49708e+18, 1.53656e+13, 1.15421e+14, 5.32749e+13, 1.87373e+15
0.000247612, 407.212, 1.80224e+19, 8.76442e+08, 2.98466e+18, 1.49707e+18, 1.52815e+13, 1.14778e+14, 5.29972e+13, 1.87379e+15
0.000247712, 407.213, 1.80223e+19, 8.66788e+08, 2.98465e+18, 1.49707e+18, 1.51978e+13, 1.14138e+14, 5.27206e+13, 1.87385e+15
0.000247812, 407.215, 1.80223e+19, 8.57266e+08, 2.98464e+18, 1.49706e+18, 1.51144e+13, 1.13502e+14, 5.24452e+13, 1.8739e+15
0.000247912, 407.217, 1.80222e+19, 8.47873e+08, 2.98463e+18, 1.49705e+18, 1.50316e+13, 1.12869e+14, 5.21709e+13, 1.87396e+15
0.000248012, 407.219, 1.80221e+19, 8.38607e+08, 2.98462e+18, 1.49705e+18, 1.49491e+13, 1.1224e+14, 5.18977e+13, 1.87401e+15
0.000248112, 407.221, 1.8022e+19, 8.29467e+08, 2.9846e+18, 1.49704e+18, 1.4867e+13, 1.11614e+14, 5.16258e+13, 1.87407e+15
0.000248212, 407.222, 1.80219e+19, 8.20449e+08, 2.98459e+18, 1.49704e+18, 1.47854e+13, 1.10992e+14, 5.13549e+13, 1.87412e+15
0.000248312, 407.224, 1.80219e+19, 8.11552e+08, 2.98458e+18, 1.49703e+18, 1.47041e+13, 1.10373e+14, 5.10852e+13, 1.87417e+15
0.000248412, 407.226, 1.80218e+19, 8.02773e+08, 2.98457e+18, 1.49703e+18, 1.46233e+13, 1.09757e+14, 5.08167e+13, 1.87422e+15
0.000248512, 407.228, 1.80217e+19, 7.94112e+08, 2.98456e+18, 1.49702e+18, 1.45429e+13, 1.09145e+14, 5.05493e+13, 1.87427e+15
0.000248612, 407.23, 1.80216e+19, 7.85564e+08, 2.98455e+18, 1.49702e+18, 1.44628e+13, 1.08537e+14, 5.02831e+13, 1.87432e+15
0.000248712, 407.231, 1.80216e+19, 7.7713e+08, 2.98454e+18, 1.49701e+18, 1.43832e+13, 1.07932e+14, 5.0018e+13, 1.87437e+15
0.000248812, 407.233, 1.80215e+19, 7.68807e+08, 2.98453e+18, 1.497e+18, 1.4304e+13, 1.0733e+14, 4.97541e+13, 1.87442e+15
0.000248912, 407.235, 1.80214e+19, 7.60592e+08, 2.98452e+18, 1.497e+18, 1.42252e+13, 1.06732e+14, 4.94914e+13, 1.87447e+15
0.000249012, 407.236, 1.80213e+19, 7.52485e+08, 2.98451e+18, 1.49699e+18, 1.41468e+13, 1.06137e+14, 4.92298e+13, 1.87452e+15
0.000249112, 407.238, 1.80212e+19, 7.44483e+08, 2.9845e+18, 1.49699e+18, 1.40687e+13, 1.05545e+14, 4.89693e+13, 1.87457e+15
0.000249212, 407.24, 1.80212e+19, 7.36585e+08, 2.98449e+18, 1.49698e+18, 1.39911e+13, 1.04956e+14, 4.87101e+13, 1.87461e+15
0.000249312, 407.242, 1.80211e+19, 7.2879e+08, 2.98448e+18, 1.49698e+18, 1.39139e+13, 1.04371e+14, 4.84519e+13, 1.87466e+15
0.000249412, 407.243, 1.8021e+19, 7.21094e+08, 2.98447e+18, 1.49697e+18, 1.3837e+13, 1.0379e+14, 4.81949e+13, 1.8747e+15
0.000249512, 407.245, 1.80209e+19, 7.13497e+08, 2.98445e+18, 1.49697e+18, 1.37606e+13, 1.03211e+14, 4.79391e+13, 1.87475e+15
0.000249612, 407.247, 1.80209e+19, 7.05998e+08, 2.98444e+18, 1.49696e+18, 1.36845e+13, 1.02636e+14, 4.76845e+13, 1.87479e+15
0.000249712, 407.248, 1.80208e+19, 6.98594e+08, 2.98443e+18, 1.49696e+18, 1.36088e+13, 1.02064e+14, 4.74309e+13, 1.87484e+15
0.000249812, 407.25, 1.80207e+19, 6.91284e+08, 2.98442e+18, 1.49695e+18, 1.35335e+13, 1.01495e+14, 4.71786e+13, 1.87488e+15
0.000249912, 407.252, 1.80207e+19, 6.84067e+08, 2.98441e+18, 1.49695e+18, 1.34586e+13, 1.00929e+14, 4.69274e+13, 1.87492e+15
0.000250012, 407.253, 1.80206e+19, 6.76941e+08, 2.9844e+18, 1.49694e+18, 1.33841e+13, 1.00366e+14, 4.66773e+13, 1.87496e+15
0.000250112, 407.255, 1.80205e+19, 6.69905e+08, 2.98439e+18, 1.49694e+18, 1.33099e+13, 9.98071e+13, 4.64284e+13, 1.87501e+15
0.000250212, 407.257, 1.80204e+19, 6.62957e+08, 2.98438e+18, 1.49693e+18, 1.32362e+13, 9.92509e+13, 4.61806e+13, 1.87505e+15
0.000250312, 407.258, 1.80204e+19, 6.56096e+08, 2.98438e+18, 1.49693e+18, 1.31628e+13, 9.86978e+13, 4.5934e+13, 1.87509e+15
0.000250412, 407.26, 1.80203e+19, 6.4932e+08, 2.98437e+18, 1.49692e+18, 1.30898e+13, 9.81479e+13, 4.56885e+13, 1.87513e+15
0.000250512, 407.261, 1.80202e+19, 6.42629e+08, 2.98436e+18, 1.49692e+18, 1.30171e+13, 9.7601e+13, 4.54442e+13, 1.87516e+15
0.000250612, 407.263, 1.80201e+19, 6.36021e+08, 2.98435e+18, 1.49691e+18, 1.29449e+13, 9.70572e+13, 4.5201e+13, 1.8752e+15
0.000250712, 407.265, 1.80201e+19, 6.29495e+08, 2.98434e+18, 1.49691e+18, 1.2873e+13, 9.65165e+13, 4.49589e+13, 1.87524e+15
0.000250812, 407.266, 1.802e+19, 6.23049e+08, 2.98433e+18, 1.4969e+18, 1.28015e+13, 9.59788e+13, 4.4718e+13, 1.87528e+15
0.000250912, 407.268, 1.80199e+19, 6.16682e+08, 2.98432e+18, 1.4969e+18, 1.27303e+13, 9.54441e+13, 4.44782e+13, 1.87532e+15
0.000251012, 407.269, 1.80199e+19, 6.10393e+08, 2.98431e+18, 1.49689e+18, 1.26596e+13, 9.49125e+13, 4.42395e+13, 1.87535e+15
0.000251112, 407.271, 1.80198e+19, 6.04181e+08, 2.9843e+18, 1.49689e+18, 1.25892e+13, 9.43838e+13, 4.4002e+13, 1.87539e+15
0.000251212, 407.272, 1.80197e+19, 5.98045e+08, 2.98429e+18, 1.49688e+18, 1.25191e+13, 9.38582e+13, 4.37656e+13, 1.87542e+15
0.000251312, 407.274, 1.80197e+19, 5.91984e+08, 2.98428e+18, 1.49688e+18, 1.24494e+13, 9.33355e+13, 4.35303e+13, 1.87546e+15
0.000251412, 407.276, 1.80196e+19, 5.85996e+08, 2.98427e+18, 1.49687e+18, 1.23801e+13, 9.28157e+13, 4.32962e+13, 1.87549e+15
0.000251512, 407.277, 1.80195e+19, 5.8008e+08, 2.98426e+18, 1.49687e+18, 1.23112e+13, 9.22989e+13, 4.30632e+13, 1.87553e+15
0.000251612, 407.279, 1.80195e+19, 5.74235e+08, 2.98425e+18, 1.49686e+18, 1.22426e+13, 9.1785e+13, 4.28312e+13, 1.87556e+15
0.000251712, 407.28, 1.80194e+19, 5.68461e+08, 2.98424e+18, 1.49686e+18, 1.21744e+13, 9.1274e+13, 4.26005e+13, 1.8756e+15
0.000251812, 407.282, 1.80193e+19, 5.62756e+08, 2.98424e+18, 1.49685e+18, 1.21065e+13, 9.07659e+13, 4.23708e+13, 1.87563e+15
0.000251912, 407.283, 1.80193e+19, 5.5712e+08, 2.98423e+18, 1.49685e+18, 1.2039e+13, 9.02607e+13, 4.21422e+13, 1.87566e+15
0.000252012, 407.285, 1.80192e+19, 5.5155e+08, 2.98422e+18, 1.49684e+18, 1.19718e+13, 8.97583e+13, 4.19147e+13, 1.87569e+15
0.000252112, 407.286, 1.80191e+19, 5.46047e+08, 2.98421e+18, 1.49684e+18, 1.1905e+13, 8.92587e+13, 4.16884e+13, 1.87573e+15
0.000252212, 407.288, 1.80191e+19, 5.40609e+08, 2.9842e+18, 1.49683e+18, 1.18386e+13, 8.8762e+13, 4.14631e+13, 1.87576e+15
0.000252312, 407.289, 1.8019e+19, 5.35235e+08, 2.98419e+18, 1.49683e+18, 1.17725e+13, 8.82681e+13, 4.1239e+13, 1.87579e+15
0.000252412, 407.291, 1.80189e+19, 5.29925e+08, 2.98418e+18, 1.49682e+18, 1.17067e+13, 8.7777e+13, 4.10159e+13, 1.87582e+15
0.000252512, 407.292, 1.80189e+19, 5.24677e+08, 2.98418e+18, 1.49682e+18, 1.16413e+13, 8.72887e+13, 4.07939e+13, 1.87585e+15
0.000252612, 407.294, 1.80188e+19, 5.1949e+08, 2.98417e+18, 1.49682e+18, 1.15762e+13, 8.68031e+13, 4.05731e+13, 1.87588e+15
0.000252712, 407.295, 1.80187e+19, 5.14365e+08, 2.98416e+18, 1.49681e+18, 1.15115e+13, 8.63203e+13, 4.03533e+13, 1.87591e+15
0.000252812, 407.297, 1.80187e+19, 5.09299e+08, 2.98415e+18, 1.49681e+18, 1.14472e+13, 8.58402e+13, 4.01346e+13, 1.87593e+15
0.000252912, 407.298, 1.80186e+19, 5.04293e+08, 2.98414e+18, 1.4968e+18, 1.13832e+13, 8.53628e+13, 3.9917e+13, 1.87596e+15
0.000253012, 407.299, 1.80185e+19, 4.99344e+08, 2.98413e+18, 1.4968e+18, 1.13195e+13, 8.48882e+13, 3.97004e+13, 1.87599e+15
0.000253112, 407.301, 1.80185e+19, 4.94453e+08, 2.98413e+18, 1.49679e+18, 1.12561e+13, 8.44162e+13, 3.9485e+13, 1.87602e+15
0.000253212, 407.302, 1.80184e+19, 4.89619e+08, 2.98412e+18, 1.49679e+18, 1.11931e+13, 8.39469e+13, 3.92706e+13, 1.87605e+15
0.000253312, 407.304, 1.80183e+19, 4.8484e+08, 2.98411e+18, 1.49678e+18, 1.11305e+13, 8.34803e+13, 3.90572e+13, 1.87607e+15
0.000253412, 407.305, 1.80183e+19, 4.80116e+08, 2.9841e+18, 1.49678e+18, 1.10681e+13, 8.30163e+13, 3.8845e+13, 1.8761e+15
0.000253512, 407.307, 1.80182e+19, 4.75447e+08, 2.98409e+18, 1.49678e+18, 1.10061e+13, 8.25549e+13, 3.86338e+13, 1.87613e+15
0.000253612, 407.308, 1.80182e+19, 4.70831e+08, 2.98409e+18, 1.49677e+18, 1.09445e+13, 8.20961e+13, 3.84237e+13, 1.87615e+15
0.000253712, 407.309, 1.80181e+19, 4.66267e+08, 2.98408e+18, 1.49677e+18, 1.08832e+13, 8.164e+13, 3.82146e+13, 1.87618e+15
0.000253812, 407.311, 1.8018e+19, 4.61756e+08, 2.98407e+18, 1.49676e+18, 1.08222e+13, 8.11864e+13, 3.80065e+13, 1.8762e+15
0.000253912, 407.312, 1.8018e+19, 4.57296e+08, 2.98406e+18, 1.49676e+18, 1.07615e+13, 8.07354e+13, 3.77996e+13, 1.87623e+15
0.000254012, 407.313, 1.80179e+19, 4.52887e+08, 2.98405e+18, 1.49675e+18, 1.07011e+13, 8.0287e+13, 3.75936e+13, 1.87625e+15
0.000254112, 407.315, 1.80179e+19, 4.48527e+08, 2.98405e+18, 1.49675e+18, 1.06411e+13, 7.98411e+13, 3.73887e+13, 1.87628e+15
0.000254212, 407.316, 1.80178e+19, 4.44217e+08, 2.98404e+18, 1.49675e+18, 1.05814e+13, 7.93977e+13, 3.71849e+13, 1.8763e+15
0.000254312, 407.318, 1.80177e+19, 4.39955e+08, 2.98403e+18, 1.49674e+18, 1.05221e+13, 7.89569e+13, 3.69821e+13, 1.87632e+15
0.000254412, 407.319, 1.80177e+19, 4.35742e+08, 2.98402e+18, 1.49674e+18, 1.0463e+13, 7.85185e+13, 3.67803e+13, 1.87635e+15
0.000254512, 407.32, 1.80176e+19, 4.31575e+08, 2.98402e+18, 1.49673e+18, 1.04043e+13, 7.80827e+13, 3.65795e+13, 1.87637e+15
0.000254612, 407.322, 1.80176e+19, 4.27455e+08, 2.98401e+18, 1.49673e+18, 1.03459e+13, 7.76493e+13, 3.63798e+13, 1.87639e+15
0.000254712, 407.323, 1.80175e+19, 4.23382e+08, 2.984e+18, 1.49672e+18, 1.02878e+13, 7.72183e+13, 3.61811e+13, 1.87641e+15
0.000254812, 407.324, 1.80174e+19, 4.19353e+08, 2.98399e+18, 1.49672e+18, 1.023e+13, 7.67899e+13, 3.59834e+13, 1.87644e+15
0.000254912, 407.326, 1.80174e+19, 4.1537e+08, 2.98399e+18, 1.49672e+18, 1.01726e+13, 7.63638e+13, 3.57867e+13, 1.87646e+15
0.000255012, 407.327, 1.80173e+19, 4.1143e+08, 2.98398e+18, 1.49671e+18, 1.01154e+13, 7.59402e+13, 3.5591e+13, 1.87648e+15
0.000255112, 407.328, 1.80173e+19, 4.07534e+08, 2.98397e+18, 1.49671e+18, 1.00586e+13, 7.55189e+13, 3.53963e+13, 1.8765e+15
0.000255212, 407.33, 1.80172e+19, 4.03682e+08, 2.98397e+18, 1.4967e+18, 1.00021e+13, 7.51001e+13, 3.52026e+13, 1.87652e+15
0.000255312, 407.331, 1.80171e+19, 3.99871e+08, 2.98396e+18, 1.4967e+18, 9.94589e+12, 7.46836e+13, 3.501e+13, 1.87654e+15
0.000255412, 407.332, 1.80171e+19, 3.96103e+08, 2.98395e+18, 1.49669e+18, 9.88999e+12, 7.42695e+13, 3.48183e+13, 1.87656e+15
0.000255512, 407.334, 1.8017e+19, 3.92376e+08, 2.98394e+18, 1.49669e+18, 9.83439e+12, 7.38578e+13, 3.46276e+13, 1.87658e+15
0.000255612, 407.335, 1.8017e+19, 3.8869e+08, 2.98394e+18, 1.49669e+18, 9.7791e+12, 7.34484e+13, 3.44379e+13, 1.8766e+15
0.000255712, 407.336, 1.80169e+19, 3.85044e+08, 2.98393e+18, 1.49668e+18, 9.72412e+12, 7.30413e+13, 3.42492e+13, 1.87662e+15
0.000255812, 407.337, 1.80169e+19, 3.81438e+08, 2.98392e+18, 1.49668e+18, 9.66943e+12, 7.26365e+13, 3.40614e+13, 1.87664e+15
0.000255912, 407.339, 1.80168e+19, 3.77871e+08, 2.98392e+18, 1.49667e+18, 9.61505e+12, 7.2234e+13, 3.38747e+13, 1.87666e+15
0.000256012, 407.34, 1.80167e+19, 3.74343e+08, 2.98391e+18, 1.49667e+18, 9.56097e+12, 7.18339e+13, 3.36889e+13, 1.87668e+15
0.000256112, 407.341, 1.80167e+19, 3.70853e+08, 2.9839e+18, 1.49667e+18, 9.50718e+12, 7.14359e+13, 3.35041e+13, 1.87669e+15
0.000256212, 407.343, 1.80166e+19, 3.67401e+08, 2.9839e+18, 1.49666e+18, 9.45369e+12, 7.10403e+13, 3.33202e+13, 1.87671e+15
0.000256312, 407.344, 1.80166e+19, 3.63986e+08, 2.98389e+18, 1.49666e+18, 9.4005e+12, 7.06469e+13, 3.31373e+13, 1.87673e+15
0.000256412, 407.345, 1.80165e+19, 3.60608e+08, 2.98388e+18, 1.49665e+18, 9.3476e+12, 7.02557e+13, 3.29554e+13, 1.87675e+15
0.000256512, 407.346, 1.80165e+19, 3.57267e+08, 2.98388e+18, 1.49665e+18, 9.29499e+12, 6.98667e+13, 3.27744e+13, 1.87676e+15
0.000256612, 407.348, 1.80164e+19, 3.53961e+08, 2.98387e+18, 1.49665e+18, 9.24267e+12, 6.948e+13, 3.25943e+13, 1.87678e+15
0.000256712, 407.349, 1.80164e+19, 3.50691e+08, 2.98386e+18, 1.49664e+18, 9.19065e+12, 6.90954e+13, 3.24152e+13, 1.8768e+15
0.000256812, 407.35, 1.80163e+19, 3.47455e+08, 2.98386e+18, 1.49664e+18, 9.13891e+12, 6.8713e+13, 3.22371e+13, 1.87681e+15
0.000256912, 407.351, 1.80162e+19, 3.44254e+08, 2.98385e+18, 1.49664e+18, 9.08746e+12, 6.83328e+13, 3.20598e+13, 1.87683e+15
0.000257012, 407.352, 1.80162e+19, 3.41088e+08, 2.98384e+18, 1.49663e+18, 9.03629e+12, 6.79548e+13, 3.18836e+13, 1.87685e+15
0.000257112, 407.354, 1.80161e+19, 3.37955e+08, 2.98384e+18, 1.49663e+18, 8.98541e+12, 6.75789e+13, 3.17082e+13, 1.87686e+15
0.000257212, 407.355, 1.80161e+19, 3.34855e+08, 2.98383e+18, 1.49662e+18, 8.93481e+12, 6.72052e+13, 3.15338e+13, 1.87688e+15
0.000257312, 407.356, 1.8016e+19, 3.31788e+08, 2.98383e+18, 1.49662e+18, 8.8845e+12, 6.68335e+13, 3.13602e+13, 1.87689e+15
0.000257412, 407.357, 1.8016e+19, 3.28753e+08, 2.98382e+18, 1.49662e+18, 8.83446e+12, 6.6464e+13, 3.11877e+13, 1.87691e+15
0.000257512, 407.359, 1.80159e+19, 3.2575e+08, 2.98381e+18, 1.49661e+18, 8.7847e+12, 6.60966e+13, 3.1016e+13, 1.87692e+15
0.000257612, 407.36, 1.80159e+19, 3.22779e+08, 2.98381e+18, 1.49661e+18, 8.73522e+12, 6.57312e+13, 3.08452e+13, 1.87694e+15
0.000257712, 407.361, 1.80158e+19, 3.1984e+08, 2.9838e+18, 1.4966e+18, 8.68602e+12, 6.53679e+13, 3.06753e+13, 1.87695e+15
0.000257812, 407.362, 1.80158e+19, 3.16931e+08, 2.98379e+18, 1.4966e+18, 8.63709e+12, 6.50067e+13, 3.05064e+13, 1.87697e+15
0.000257912, 407.363, 1.80157e+19, 3.14052e+08, 2.98379e+18, 1.4966e+18, 8.58843e+12, 6.46476e+13, 3.03383e+13, 1.87698e+15
0.000258012, 407.364, 1.80157e+19, 3.11204e+08, 2.98378e+18, 1.49659e+18, 8.54005e+12, 6.42905e+13, 3.01711e+13, 1.87699e+15
0.000258112, 407.366, 1.80156e+19, 3.08385e+08, 2.98378e+18, 1.49659e+18, 8.49193e+12, 6.39354e+13, 3.00048e+13, 1.87701e+15
0.000258212, 407.367, 1.80156e+19, 3.05596e+08, 2.98377e+18, 1.49659e+18, 8.44409e+12, 6.35823e+13, 2.98394e+13, 1.87702e+15
0.000258312, 407.368, 1.80155e+19, 3.02836e+08, 2.98376e+18, 1.49658e+18, 8.39651e+12, 6.32312e+13, 2.96749e+13, 1.87703e+15
0.000258412, 407.369, 1.80155e+19, 3.00104e+08, 2.98376e+18, 1.49658e+18, 8.3492e+12, 6.28822e+13, 2.95113e+13, 1.87705e+15
